"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2014","Q1-2014","PC","Percentage","0","Units",,,58.8,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2013","Q1-2013","PC","Percentage","0","Units",,,6.8,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,15.8,,
"OAVG","OECD - Average","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,45.6,,
"SVK","Slovak Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2011","Q3-2011","PC","Percentage","0","Units",,,70.6,,
"TUR","Turkey","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,42.5,,
"DEU","Germany","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2013","Q3-2013","PC","Percentage","0","Units",,,5,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,4.8,,
"OAVG","OECD - Average","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,7.8,,
"GBR","United Kingdom","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2013","Q3-2013","PC","Percentage","0","Units",,,23.1,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2009","Q2-2009","PC","Percentage","0","Units",,,41,,
"HUN","Hungary","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,6.8,,
"SWE","Sweden","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,24.7,,
"ESP","Spain","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2007","Q2-2007","PC","Percentage","0","Units",,,55.2,,
"GRC","Greece","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2008","Q4-2008","PC","Percentage","0","Units",,,74.1,,
"NOR","Norway","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2011","Q1-2011","PC","Percentage","0","Units",,,48.6,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,26.5,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2013","Q3-2013","PC","Percentage","0","Units",,,56.2,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,5.8,,
"CZE","Czech Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2008","Q2-2008","PC","Percentage","0","Units",,,9.7,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2009","Q2-2009","PC","Percentage","0","Units",,,17.2,,
"ISR","Israel","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,50.3,,
"SVK","Slovak Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,9.2,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2014","Q2-2014","PC","Percentage","0","Units",,,22.2,,
"DEU","Germany","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,7.6,,
"USA","United States","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2008","Q2-2008","PC","Percentage","0","Units",,,72.6,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2012","Q2-2012","PC","Percentage","0","Units",,,6.9,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2012","Q1-2012","PC","Percentage","0","Units",,,70.4,,
"ISL","Iceland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2012","Q1-2012","PC","Percentage","0","Units",,,76.2,,
"SWE","Sweden","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2011","Q3-2011","PC","Percentage","0","Units",,,4.3,,
"POL","Poland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2008","Q2-2008","PC","Percentage","0","Units",,,30.6,,
"CHL","Chile","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2012","Q2-2012","PC","Percentage","0","Units",,,81.9,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2007","Q4-2007","PC","Percentage","0","Units",,,46.2,,
"ISL","Iceland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,89.6,,
"GBR","United Kingdom","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,46.3,,
"CHE","Switzerland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2007","Q2-2007","PC","Percentage","0","Units",,,4.2,,
"NLD","Netherlands","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2012","Q4-2012","PC","Percentage","0","Units",,,6.2,,
"DEU","Germany","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,86.2,,
"AUS","Australia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2011","Q2-2011","PC","Percentage","0","Units",,,4.2,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2014","Q2-2014","PC","Percentage","0","Units",,,4.6,,
"JPN","Japan","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2012","Q2-2012","PC","Percentage","0","Units",,,78.8,,
"SWE","Sweden","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2007","Q4-2007","PC","Percentage","0","Units",,,72.1,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2011","Q3-2011","PC","Percentage","0","Units",,,7.3,,
"NOR","Norway","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2012","Q3-2012","PC","Percentage","0","Units",,,77.6,,
"CHE","Switzerland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2012","Q3-2012","PC","Percentage","0","Units",,,77.8,,
"MEX","Mexico","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2014","Q3-2014","PC","Percentage","0","Units",,,1.3,,
"AUS","Australia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,72,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2007","Q4-2007","PC","Percentage","0","Units",,,64.1,,
"DEU","Germany","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2008","Q2-2008","PC","Percentage","0","Units",,,75.6,,
"USA","United States","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2012","Q3-2012","PC","Percentage","0","Units",,,45.3,,
"ISL","Iceland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2011","Q2-2011","PC","Percentage","0","Units",,,7.1,,
"SVK","Slovak Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2011","Q3-2011","PC","Percentage","0","Units",,,14.4,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2009","Q2-2009","PC","Percentage","0","Units",,,56,,
"POL","Poland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2012","Q1-2012","PC","Percentage","0","Units",,,23.9,,
"CZE","Czech Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,6.4,,
"CHL","Chile","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,42,,
"SVN","Slovenia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,13,,
"ESP","Spain","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2013","Q1-2013","PC","Percentage","0","Units",,,16.9,,
"CZE","Czech Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2008","Q2-2008","PC","Percentage","0","Units",,,2.9,,
"PRT","Portugal","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2013","Q3-2013","PC","Percentage","0","Units",,,38.3,,
"ESP","Spain","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2008","Q4-2008","PC","Percentage","0","Units",,,66,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,2.5,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2014","Q2-2014","PC","Percentage","0","Units",,,8.4,,
"OAVG","OECD - Average","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2012","Q2-2012","PC","Percentage","0","Units",,,16.8,,
"AUS","Australia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2008","Q3-2008","PC","Percentage","0","Units",,,4,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2014","Q3-2014","PC","Percentage","0","Units",,,78.1,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,67.4,,
"HUN","Hungary","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2008","Q2-2008","PC","Percentage","0","Units",,,6.9,,
"PRT","Portugal","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2009","Q2-2009","PC","Percentage","0","Units",,,8.2,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2012","Q1-2012","PC","Percentage","0","Units",,,74.7,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2012","Q4-2012","PC","Percentage","0","Units",,,3.1,,
"SVN","Slovenia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,62.3,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2007","Q4-2007","PC","Percentage","0","Units",,,81,,
"FIN","Finland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2013","Q1-2013","PC","Percentage","0","Units",,,5.9,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2013","Q1-2013","PC","Percentage","0","Units",,,9,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2014","Q2-2014","PC","Percentage","0","Units",,,7,,
"JPN","Japan","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,37.5,,
"JPN","Japan","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2011","Q3-2011","PC","Percentage","0","Units",,,78.8,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2013","Q3-2013","PC","Percentage","0","Units",,,79.3,,
"NLD","Netherlands","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2010","Q2-2010","PC","Percentage","0","Units",,,42.3,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2008","Q4-2008","PC","Percentage","0","Units",,,0.9,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,5.7,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2008","Q1-2008","PC","Percentage","0","Units",,,56.5,,
"NLD","Netherlands","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2009","Q3-2009","PC","Percentage","0","Units",,,71.3,,
"NZL","New Zealand","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,4.9,,
"MEX","Mexico","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2007","Q2-2007","PC","Percentage","0","Units",,,2.2,,
"AUT","Austria","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2011","Q3-2011","PC","Percentage","0","Units",,,50.1,,
"NZL","New Zealand","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2009","Q1-2009","PC","Percentage","0","Units",,,13.3,,
"FIN","Finland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2012","Q2-2012","PC","Percentage","0","Units",,,17,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2013","Q2-2013","PC","Percentage","0","Units",,,8.1,,
"CHL","Chile","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2014","Q2-2014","PC","Percentage","0","Units",,,83.2,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2013","Q3-2013","PC","Percentage","0","Units",,,85.1,,
"SVN","Slovenia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,5.2,,
"ESP","Spain","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,19.7,,
"CZE","Czech Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2011","Q2-2011","PC","Percentage","0","Units",,,37.1,,
"CHL","Chile","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2013","Q3-2013","PC","Percentage","0","Units",,,2.6,,
"JPN","Japan","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2013","Q4-2013","PC","Percentage","0","Units",,,7.2,,
"CHE","Switzerland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2014","Q3-2014","PC","Percentage","0","Units",,,83.5,,
"SVN","Slovenia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2011","Q3-2011","PC","Percentage","0","Units",,,60.8,,
"FRA","France","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2008","Q4-2008","PC","Percentage","0","Units",,,6.9,,
"NZL","New Zealand","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2007","Q3-2007","PC","Percentage","0","Units",,,63.5,,
"ESP","Spain","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2008","Q1-2008","PC","Percentage","0","Units",,,55.5,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,75,,
