"COUNTRY","Country","SEX","Gender","AGE","Age","COUNTRY_ORIGIN","International students exclusion","ISC11_LEVEL_CAT","Education level and programe orientation ","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"TUR","Turkey","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",14.759,,
"TUR","Turkey","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",19.053,,
"TUR","Turkey","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",19.218,,
"TUR","Turkey","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",21.027,,
"SVN","Slovenia","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"SVN","Slovenia","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"SVN","Slovenia","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",20.48,,
"SVN","Slovenia","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",22.764,,
"SVN","Slovenia","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",24.21,,
"SVN","Slovenia","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",27.248,,
"SVN","Slovenia","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",29.423,,
"USA","United States","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",80.746,"w","Includes data from another category"
"USA","United States","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",82.057,"w","Includes data from another category"
"USA","United States","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",83.197,"w","Includes data from another category"
"USA","United States","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",83.124,,
"USA","United States","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",85.147,,
"USA","United States","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",85.644,,
"USA","United States","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",86.878,,
"NLD","Netherlands","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L4_C5","Post-secondary non-tertiary vocational education  (ISCED2011 level 4 programme 5)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"z","Not applicable"
"USA","United States","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"x","Data included in another category"
"USA","United States","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"x","Data included in another category"
"USA","United States","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"x","Data included in another category"
"USA","United States","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"x","Data included in another category"
"USA","United States","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"x","Data included in another category"
"USA","United States","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",,"x","Data included in another category"
"USA","United States","F","Women","Y_LT35","Less than 35","W0-W1","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"x","Data included in another category"
"LUX","Luxembourg","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",36.845,,
"LTU","Lithuania","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",94.62,,
"LTU","Lithuania","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",96.248,,
"LTU","Lithuania","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",94.67,,
"LTU","Lithuania","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",91.904,,
"LTU","Lithuania","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",92.664,,
"LTU","Lithuania","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",92.887,,
"LTU","Lithuania","F","Women","Y_LT25","Less than 25","W0","World (all entities, including reference area, including IO)","L3","Upper secondary education (ISCED2011 level 3)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",87.763,,
"FRA","France","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"FRA","France","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"FRA","France","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"FRA","France","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"M","Missing value; data cannot exist"
"FRA","France","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"M","Missing value; data cannot exist"
"FRA","France","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",,"M","Missing value; data cannot exist"
"FRA","France","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"M","Missing value; data cannot exist"
"MEX","Mexico","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"MEX","Mexico","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"MEX","Mexico","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"MEX","Mexico","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",,"M","Missing value; data cannot exist"
"MEX","Mexico","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",,"M","Missing value; data cannot exist"
"MEX","Mexico","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2015","2015",,"M","Missing value; data cannot exist"
"MEX","Mexico","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"M","Missing value; data cannot exist"
"ISL","Iceland","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",,"M","Missing value; data cannot exist"
"ISL","Iceland","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",,"M","Missing value; data cannot exist"
"ISL","Iceland","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",,"M","Missing value; data cannot exist"
"ISL","Iceland","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",28.915,,
"ISL","Iceland","M","Men","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",29.5,,
"CHE","Switzerland","M","Men","Y_LT30","Less than 30","W0","World (all entities, including reference area, including IO)","L4_C4","Post-secondary non-tertiary general education  (ISCED2011 level 4 programme 4)","GRAD_F_RATE_AGE","First-time graduation rate","2016","2016",,"M","Missing value; data cannot exist"
"NLD","Netherlands","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2010","2010",39.041,,
"NLD","Netherlands","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2011","2011",39.504,,
"NLD","Netherlands","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2012","2012",42.708,,
"NLD","Netherlands","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2013","2013",39.774,,
"NLD","Netherlands","F","Women","Y_LT30","Less than 30","W0-W1","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_F_RATE_AGE","First-time graduation rate","2014","2014",40.649,,
